NUMERO_REGISTRO_PRODUTO,IDENTIFICADOR_DO_ITEM,NOME_PRODUTO,DATA_DE_PEDIDO_DO_ITEM,DATA_DE_ENTRADA_DO_ITEM,DATA_VENCIMENTO_REGISTRO,QUANTIDADE,CUSTO_DE_AQUISICAO
183260313,25351189991,ALLEGRA D,2019-11-15,2020-04-30,2020-10-05,73,4786
183260313,25351189991,ALLEGRA D,2019-12-16,2020-05-31,2020-11-05,15,4786
183260313,25351189991,ALLEGRA D,2020-01-15,2020-06-30,2020-12-05,28,4786
183260313,25351189991,ALLEGRA D,2020-02-15,2020-07-31,2021-01-05,34,4786
183260313,25351189991,ALLEGRA D,2020-03-17,2020-08-31,2021-02-05,168,4786
183260313,25351189991,ALLEGRA D,2020-04-16,2020-09-30,2021-03-07,80,4786
183260313,25351189991,ALLEGRA D,2020-05-17,2020-10-31,2021-04-07,47,4786
183260313,25351189991,ALLEGRA D,2020-06-16,2020-11-30,2021-05-07,70,4786
183260313,25351189991,ALLEGRA D,2020-07-17,2020-12-31,2021-06-07,65,4786
183260313,25351189991,ALLEGRA D,2020-08-17,2021-01-31,2021-07-08,105,4786
183260313,25351189991,ALLEGRA D,2020-09-14,2021-02-28,2021-08-05,21,4786
183260313,25351189991,ALLEGRA D,2020-10-15,2021-03-31,2021-09-05,43,4786
183260313,25351189991,ALLEGRA D,2020-11-14,2021-04-30,2021-10-05,58,4786
183260313,25351189991,ALLEGRA D,2020-12-15,2021-05-31,2021-11-05,79,4786
183260313,25351189991,ALLEGRA D,2021-01-14,2021-06-30,2021-12-05,28,4786
183260313,25351189991,ALLEGRA D,2021-02-14,2021-07-31,2022-01-05,79,4786
183260313,25351189991,ALLEGRA D,2021-03-17,2021-08-31,2022-02-05,81,4786
183260313,25351189991,ALLEGRA D,2021-04-16,2021-09-30,2022-03-07,49,4786
183260313,25351189991,ALLEGRA D,2021-05-17,2021-10-31,2022-04-07,116,4786
183260313,25351189991,ALLEGRA D,2021-06-16,2021-11-30,2022-05-07,9,4786
183260313,25351189991,ALLEGRA D,2021-07-17,2021-12-31,2022-06-07,94,4786
102350364,25000021399,ALOPURINOL,2019-09-27,2020-01-31,2020-04-03,55,4169
102350364,25000021399,ALOPURINOL,2019-10-26,2020-02-29,2020-05-02,49,4169
102350364,25000021399,ALOPURINOL,2019-11-26,2020-03-31,2020-06-02,39,4169
102350364,25000021399,ALOPURINOL,2019-12-26,2020-04-30,2020-07-02,49,4169
102350364,25000021399,ALOPURINOL,2020-01-26,2020-05-31,2020-08-02,44,4169
102350364,25000021399,ALOPURINOL,2020-02-25,2020-06-30,2020-09-01,41,4169
102350364,25000021399,ALOPURINOL,2020-03-27,2020-07-31,2020-10-02,75,4169
102350364,25000021399,ALOPURINOL,2020-04-27,2020-08-31,2020-11-02,70,4169
102350364,25000021399,ALOPURINOL,2020-05-27,2020-09-30,2020-12-02,24,4169
102350364,25000021399,ALOPURINOL,2020-06-27,2020-10-31,2021-01-02,44,4169
102350364,25000021399,ALOPURINOL,2020-07-27,2020-11-30,2021-02-01,59,4169
102350364,25000021399,ALOPURINOL,2020-08-27,2020-12-31,2021-03-04,19,4169
102350364,25000021399,ALOPURINOL,2020-09-27,2021-01-31,2021-04-04,12,4169
102350364,25000021399,ALOPURINOL,2020-10-25,2021-02-28,2021-05-02,29,4169
102350364,25000021399,ALOPURINOL,2020-11-25,2021-03-31,2021-06-02,135,4169
102350364,25000021399,ALOPURINOL,2020-12-25,2021-04-30,2021-07-02,16,4169
102350364,25000021399,ALOPURINOL,2021-01-25,2021-05-31,2021-08-02,93,4169
102350364,25000021399,ALOPURINOL,2021-02-24,2021-06-30,2021-09-01,4,4169
102350364,25000021399,ALOPURINOL,2021-03-27,2021-07-31,2021-10-02,89,4169
102350364,25000021399,ALOPURINOL,2021-04-27,2021-08-31,2021-11-02,104,4169
102350364,25000021399,ALOPURINOL,2021-05-27,2021-09-30,2021-12-02,73,4169
102350364,25000021399,ALOPURINOL,2021-06-27,2021-10-31,2022-01-02,40,4169
102350364,25000021399,ALOPURINOL,2021-07-27,2021-11-30,2022-02-01,20,4169
102350364,25000021399,ALOPURINOL,2021-08-27,2021-12-31,2022-03-04,156,4169
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2019-12-21,2020-01-31,2020-04-21,3,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-01-19,2020-02-29,2020-05-20,115,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-02-19,2020-03-31,2020-06-20,67,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-03-20,2020-04-30,2020-07-20,15,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-04-20,2020-05-31,2020-08-20,66,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-05-20,2020-06-30,2020-09-19,16,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-06-20,2020-07-31,2020-10-20,186,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-07-21,2020-08-31,2020-11-20,134,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-08-20,2020-09-30,2020-12-20,165,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-09-20,2020-10-31,2021-01-20,75,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-10-20,2020-11-30,2021-02-19,20,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-11-20,2020-12-31,2021-03-22,6,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2020-12-21,2021-01-31,2021-04-22,59,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-01-18,2021-02-28,2021-05-20,24,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-02-18,2021-03-31,2021-06-20,35,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-03-20,2021-04-30,2021-07-20,52,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-04-20,2021-05-31,2021-08-20,60,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-05-20,2021-06-30,2021-09-19,205,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-06-20,2021-07-31,2021-10-20,101,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-07-21,2021-08-31,2021-11-20,56,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-08-20,2021-09-30,2021-12-20,3,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-09-20,2021-10-31,2022-01-20,95,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-10-20,2021-11-30,2022-02-19,89,2812
102350396,25000034772,ANTIMONIATO DE MEGLUMINA,2021-11-20,2021-12-31,2022-03-22,45,2812
146950029,25351182165,ASSEPDINE,2019-11-28,2020-01-31,2020-07-05,156,2471
146950029,25351182165,ASSEPDINE,2019-12-27,2020-02-29,2020-08-03,25,2471
146950029,25351182165,ASSEPDINE,2020-01-27,2020-03-31,2020-09-03,96,2471
146950029,25351182165,ASSEPDINE,2020-02-26,2020-04-30,2020-10-03,83,2471
146950029,25351182165,ASSEPDINE,2020-03-28,2020-05-31,2020-11-03,109,2471
146950029,25351182165,ASSEPDINE,2020-04-27,2020-06-30,2020-12-03,167,2471
146950029,25351182165,ASSEPDINE,2020-05-28,2020-07-31,2021-01-03,156,2471
146950029,25351182165,ASSEPDINE,2020-06-28,2020-08-31,2021-02-03,90,2471
146950029,25351182165,ASSEPDINE,2020-07-28,2020-09-30,2021-03-05,161,2471
146950029,25351182165,ASSEPDINE,2020-08-28,2020-10-31,2021-04-05,53,2471
146950029,25351182165,ASSEPDINE,2020-09-27,2020-11-30,2021-05-05,2,2471
146950029,25351182165,ASSEPDINE,2020-10-28,2020-12-31,2021-06-05,100,2471
146950029,25351182165,ASSEPDINE,2020-11-28,2021-01-31,2021-07-06,33,2471
146950029,25351182165,ASSEPDINE,2020-12-26,2021-02-28,2021-08-03,74,2471
146950029,25351182165,ASSEPDINE,2021-01-26,2021-03-31,2021-09-03,59,2471
146950029,25351182165,ASSEPDINE,2021-02-25,2021-04-30,2021-10-03,190,2471
146950029,25351182165,ASSEPDINE,2021-03-28,2021-05-31,2021-11-03,21,2471
146950029,25351182165,ASSEPDINE,2021-04-27,2021-06-30,2021-12-03,1,2471
146950029,25351182165,ASSEPDINE,2021-05-28,2021-07-31,2022-01-03,61,2471
146950029,25351182165,ASSEPDINE,2021-06-28,2021-08-31,2022-02-03,67,2471
146950029,25351182165,ASSEPDINE,2021-07-28,2021-09-30,2022-03-05,184,2471
146950029,25351182165,ASSEPDINE,2021-08-28,2021-10-31,2022-04-05,107,2471
146950029,25351182165,ASSEPDINE,2021-09-27,2021-11-30,2022-05-05,41,2471
146950029,25351182165,ASSEPDINE,2021-10-28,2021-12-31,2022-06-05,23,2471
105830102,25992004641,BISMU-JET,2019-11-15,2020-01-31,2020-04-06,67,5757
105830102,25992004641,BISMU-JET,2019-12-14,2020-02-29,2020-05-05,87,5757
105830102,25992004641,BISMU-JET,2020-01-14,2020-03-31,2020-06-05,66,5757
105830102,25992004641,BISMU-JET,2020-02-13,2020-04-30,2020-07-05,131,5757
105830102,25992004641,BISMU-JET,2020-03-15,2020-05-31,2020-08-05,193,5757
105830102,25992004641,BISMU-JET,2020-04-14,2020-06-30,2020-09-04,100,5757
105830102,25992004641,BISMU-JET,2020-05-15,2020-07-31,2020-10-05,9,5757
105830102,25992004641,BISMU-JET,2020-06-15,2020-08-31,2020-11-05,39,5757
105830102,25992004641,BISMU-JET,2020-07-15,2020-09-30,2020-12-05,150,5757
105830102,25992004641,BISMU-JET,2020-08-15,2020-10-31,2021-01-05,109,5757
105830102,25992004641,BISMU-JET,2020-09-14,2020-11-30,2021-02-04,19,5757
105830102,25992004641,BISMU-JET,2020-10-15,2020-12-31,2021-03-07,78,5757
105830102,25992004641,BISMU-JET,2020-11-15,2021-01-31,2021-04-07,186,5757
105830102,25992004641,BISMU-JET,2020-12-13,2021-02-28,2021-05-05,102,5757
105830102,25992004641,BISMU-JET,2021-01-13,2021-03-31,2021-06-05,107,5757
105830102,25992004641,BISMU-JET,2021-02-12,2021-04-30,2021-07-05,139,5757
105830102,25992004641,BISMU-JET,2021-03-15,2021-05-31,2021-08-05,83,5757
105830102,25992004641,BISMU-JET,2021-04-14,2021-06-30,2021-09-04,148,5757
105830102,25992004641,BISMU-JET,2021-05-15,2021-07-31,2021-10-05,52,5757
105830102,25992004641,BISMU-JET,2021-06-15,2021-08-31,2021-11-05,57,5757
105830102,25992004641,BISMU-JET,2021-07-15,2021-09-30,2021-12-05,141,5757
105830102,25992004641,BISMU-JET,2021-08-15,2021-10-31,2022-01-05,165,5757
105830102,25992004641,BISMU-JET,2021-09-14,2021-11-30,2022-02-04,49,5757
105830102,25992004641,BISMU-JET,2021-10-15,2021-12-31,2022-03-07,129,5757
103700467,25351006251,BROMIDRATO DE FENOTEROL,2019-09-17,2020-01-31,2020-05-14,144,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2019-10-16,2020-02-29,2020-06-12,199,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2019-11-16,2020-03-31,2020-07-13,16,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2019-12-16,2020-04-30,2020-08-12,36,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-01-16,2020-05-31,2020-09-12,98,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-02-15,2020-06-30,2020-10-12,40,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-03-17,2020-07-31,2020-11-12,119,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-04-17,2020-08-31,2020-12-13,16,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-05-17,2020-09-30,2021-01-12,61,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-06-17,2020-10-31,2021-02-12,67,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-07-17,2020-11-30,2021-03-14,64,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-08-17,2020-12-31,2021-04-14,9,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-09-17,2021-01-31,2021-05-15,27,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-10-15,2021-02-28,2021-06-12,95,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-11-15,2021-03-31,2021-07-13,13,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2020-12-15,2021-04-30,2021-08-12,53,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2021-01-15,2021-05-31,2021-09-12,37,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2021-02-14,2021-06-30,2021-10-12,84,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2021-03-17,2021-07-31,2021-11-12,5,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2021-04-17,2021-08-31,2021-12-13,145,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2021-05-17,2021-09-30,2022-01-12,45,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2021-06-17,2021-10-31,2022-02-12,18,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2021-07-17,2021-11-30,2022-03-14,83,5673
103700467,25351006251,BROMIDRATO DE FENOTEROL,2021-08-17,2021-12-31,2022-04-14,65,5673
101310018,25001005267,CAPTOPRIL,2019-10-04,2020-01-31,2020-04-23,134,3667
101310018,25001005267,CAPTOPRIL,2019-11-02,2020-02-29,2020-05-22,88,3667
101310018,25001005267,CAPTOPRIL,2019-12-03,2020-03-31,2020-06-22,141,3667
101310018,25001005267,CAPTOPRIL,2020-01-02,2020-04-30,2020-07-22,5,3667
101310018,25001005267,CAPTOPRIL,2020-02-02,2020-05-31,2020-08-22,51,3667
101310018,25001005267,CAPTOPRIL,2020-03-03,2020-06-30,2020-09-21,32,3667
101310018,25001005267,CAPTOPRIL,2020-04-03,2020-07-31,2020-10-22,44,3667
101310018,25001005267,CAPTOPRIL,2020-05-04,2020-08-31,2020-11-22,81,3667
101310018,25001005267,CAPTOPRIL,2020-06-03,2020-09-30,2020-12-22,12,3667
101310018,25001005267,CAPTOPRIL,2020-07-04,2020-10-31,2021-01-22,32,3667
101310018,25001005267,CAPTOPRIL,2020-08-03,2020-11-30,2021-02-21,19,3667
101310018,25001005267,CAPTOPRIL,2020-09-03,2020-12-31,2021-03-24,40,3667
101310018,25001005267,CAPTOPRIL,2020-10-04,2021-01-31,2021-04-24,49,3667
101310018,25001005267,CAPTOPRIL,2020-11-01,2021-02-28,2021-05-22,207,3667
101310018,25001005267,CAPTOPRIL,2020-12-02,2021-03-31,2021-06-22,84,3667
101310018,25001005267,CAPTOPRIL,2021-01-01,2021-04-30,2021-07-22,18,3667
101310018,25001005267,CAPTOPRIL,2021-02-01,2021-05-31,2021-08-22,20,3667
101310018,25001005267,CAPTOPRIL,2021-03-03,2021-06-30,2021-09-21,45,3667
101310018,25001005267,CAPTOPRIL,2021-04-03,2021-07-31,2021-10-22,47,3667
101310018,25001005267,CAPTOPRIL,2021-05-04,2021-08-31,2021-11-22,57,3667
101310018,25001005267,CAPTOPRIL,2021-06-03,2021-09-30,2021-12-22,86,3667
101310018,25001005267,CAPTOPRIL,2021-07-04,2021-10-31,2022-01-22,4,3667
101310018,25001005267,CAPTOPRIL,2021-08-03,2021-11-30,2022-02-21,6,3667
101310018,25001005267,CAPTOPRIL,2021-09-03,2021-12-31,2022-03-24,102,3667
155620029,25351155020,CEFAZOLINA SÓDICA,2019-09-23,2020-01-31,2020-05-15,122,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2019-10-22,2020-02-29,2020-06-13,101,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2019-11-22,2020-03-31,2020-07-14,70,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2019-12-22,2020-04-30,2020-08-13,48,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-01-22,2020-05-31,2020-09-13,130,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-02-21,2020-06-30,2020-10-13,89,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-03-23,2020-07-31,2020-11-13,200,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-04-23,2020-08-31,2020-12-14,58,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-05-23,2020-09-30,2021-01-13,41,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-06-23,2020-10-31,2021-02-13,46,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-07-23,2020-11-30,2021-03-15,26,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-08-23,2020-12-31,2021-04-15,64,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-09-23,2021-01-31,2021-05-16,178,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-10-21,2021-02-28,2021-06-13,54,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-11-21,2021-03-31,2021-07-14,103,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2020-12-21,2021-04-30,2021-08-13,81,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2021-01-21,2021-05-31,2021-09-13,27,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2021-02-20,2021-06-30,2021-10-13,26,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2021-03-23,2021-07-31,2021-11-13,180,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2021-04-23,2021-08-31,2021-12-14,17,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2021-05-23,2021-09-30,2022-01-13,95,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2021-06-23,2021-10-31,2022-02-13,106,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2021-07-23,2021-11-30,2022-03-15,8,1659
155620029,25351155020,CEFAZOLINA SÓDICA,2021-08-23,2021-12-31,2022-04-15,112,1659
103700375,25351007742,CIMICIFUGA RACEMOSA,2019-10-16,2020-01-31,2020-06-23,180,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2019-11-14,2020-02-29,2020-07-22,76,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2019-12-15,2020-03-31,2020-08-22,35,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-01-14,2020-04-30,2020-09-21,56,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-02-14,2020-05-31,2020-10-22,47,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-03-15,2020-06-30,2020-11-21,77,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-04-15,2020-07-31,2020-12-22,220,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-05-16,2020-08-31,2021-01-22,25,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-06-15,2020-09-30,2021-02-21,85,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-07-16,2020-10-31,2021-03-24,127,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-08-15,2020-11-30,2021-04-23,34,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-09-15,2020-12-31,2021-05-24,38,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-10-16,2021-01-31,2021-06-24,127,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-11-13,2021-02-28,2021-07-22,93,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2020-12-14,2021-03-31,2021-08-22,44,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2021-01-13,2021-04-30,2021-09-21,29,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2021-02-13,2021-05-31,2021-10-22,100,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2021-03-15,2021-06-30,2021-11-21,162,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2021-04-15,2021-07-31,2021-12-22,43,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2021-05-16,2021-08-31,2022-01-22,219,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2021-06-15,2021-09-30,2022-02-21,6,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2021-07-16,2021-10-31,2022-03-24,107,3351
